,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
9728,Sonic 4™ Episode I,GAME,3.7,8.014,37.0,100000.0,Paid,2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up
9731,Operate Now: Hospital,FAMILY,4.3,254.861,52.0,10000000.0,Free,0.0,Teen,Simulation,"August 1, 2018",1.20.3,4.4 and up
9732,Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,0.227,69.0,10000.0,Free,0.0,Teen,Educational,"June 21, 2018",1.2,4.0 and up
9733,ER Surgery Simulator,FAMILY,3.6,19.601,56.0,1000000.0,Free,0.0,Everyone 10+,Casual,"June 6, 2018",1.0.4,4.1 and up
9734,Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2.58,53.0,100000.0,Free,0.0,Everyone,Simulation,"July 6, 2018",10,4.1 and up
9735,Eye Transplant : ER Emergency Hospital,FAMILY,3.9,1.938,62.0,1000000.0,Free,0.0,Teen,Educational,"May 25, 2018",1.6,4.1 and up
9736,Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,3.9,0.519,76.0,100000.0,Free,0.0,Everyone,Simulation,"August 7, 2018",12,4.1 and up
9737,Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,1.652,71.0,100000.0,Free,0.0,Everyone,Simulation,"July 11, 2018",10,4.1 and up
9738,Superhero Doctor 2 -ER Surgery,FAMILY,4.0,39.647,72.0,10000000.0,Free,0.0,Everyone 10+,Casual,"September 30, 2017",1.7,4.0.3 and up
9740,Noot-Noot-er!,FAMILY,4.5,0.074,2.8,5000.0,Free,0.0,Everyone,Entertainment,"November 22, 2017",2.0,4.0.3 and up
9741,Doctor X - ER On Wheels,FAMILY,3.6,12.781,51.0,1000000.0,Free,0.0,Everyone,Casual;Pretend Play,"June 6, 2018",1.0.9,4.1 and up
9742,Foot Surgery Hospital Simulator: ER Doctor Games,FAMILY,3.9,0.314,28.0,100000.0,Free,0.0,Everyone,Casual,"January 15, 2018",1.1,5.1 and up
9743,ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,0.429,40.0,100000.0,Free,0.0,Everyone,Educational,"July 19, 2018",2.0,4.1 and up
9744,Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,0.325,27.0,50000.0,Free,0.0,Everyone,Educational,"June 12, 2018",1.2,4.1 and up
9746,Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3.482,37.0,500000.0,Free,0.0,Everyone,Casual,"August 7, 2018",1.6,4.4 and up
9747,Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,0.055,46.0,10000.0,Free,0.0,Teen,Educational,"November 7, 2017",1.0.1,4.0 and up
9748,Superhero Doctor 3 ER Surgery,FAMILY,4.2,2.801,50.0,500000.0,Free,0.0,Everyone,Casual,"March 22, 2017",1.0,4.0.3 and up
9749,Mom Doctor ER Emergency Family Game,FAMILY,3.5,0.173,49.0,10000.0,Free,0.0,Everyone,Educational,"January 26, 2018",1.0.0,4.1 and up
9750,ER Blood Draw Doctor & Surgeon,FAMILY,4.0,0.154,58.0,50000.0,Free,0.0,Teen,Educational,"June 13, 2018",1.8,4.0.3 and up
9751,"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,0.025,41.0,1000.0,Free,0.0,Teen,Educational,"July 21, 2017",1.1,2.3 and up
9752,Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,0.29,73.0,10000.0,Free,0.0,Teen,Role Playing,"May 23, 2018",1.0,4.3 and up
9753,Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,0.023,33.0,1000.0,Free,0.0,Teen,Casual,"April 3, 2018",1.0,4.1 and up
9754,Clumsy Santa ER Surgery,FAMILY,4.1,0.214,46.0,100000.0,Free,0.0,Teen,Casual,"December 22, 2016",1.0,4.0.3 and up
9755,Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,0.012,19.0,1000.0,Free,0.0,Teen,Casual,"April 20, 2018",1.0,2.3 and up
9756,Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,0.052,32.0,10000.0,Free,0.0,Everyone 10+,Role Playing,"February 26, 2018",1.0,4.1 and up
9758,Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,0.054,92.0,1000.0,Free,0.0,Teen,Role Playing,"June 25, 2018",1.0,4.3 and up
9759,Virtual Brain Surgery Simulator : Kid ER Emergency,FAMILY,3.8,0.02,55.0,5000.0,Free,0.0,Teen,Educational,"February 23, 2018",1.1,4.0 and up
9760,Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,2.936,45.0,500000.0,Free,0.0,Everyone,Simulation,"October 26, 2017",1.5,4.0 and up
9761,ER Injection Simulator: Blood Test Doctor Hospital,FAMILY,4.2,3.263,47.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"May 29, 2018",2.6.4,4.1 and up
9762,Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,3.8,0.515,85.0,100000.0,Free,0.0,Everyone,Simulation,"July 20, 2018",7,4.1 and up
9763,Heart Surgery Doctor - ER Emergency Game,FAMILY,3.9,2.51,48.0,500000.0,Free,0.0,Everyone 10+,Educational,"July 19, 2018",2.1,4.1 and up
9764,Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,4.0,1.13,77.0,100000.0,Free,0.0,Teen,Educational,"May 15, 2018",1.4,4.0 and up
9765,ER Doctor Kids Emergency Room,FAMILY,3.1,4.798,30.0,500000.0,Free,0.0,Teen,Casual,"June 13, 2018",1.9,4.0.3 and up
9766,ER Assist,PRODUCTIVITY,5.0,0.003,28.0,10.0,Free,0.0,Everyone,Productivity,"December 6, 2016",0.1.7,4.1 and up
9767,Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,0.246,35.0,50000.0,Free,0.0,Teen,Casual,"September 23, 2016",1.0,2.3 and up
9768,Lead'er,FINANCE,4.1,0.054,5.8,5000.0,Free,0.0,Everyone,Finance,"March 20, 2018",1.5,4.0 and up
9769,Doctor Games For Girls - Hospital ER,FAMILY,4.5,0.051,39.0,5000.0,Free,0.0,Everyone,Casual,"April 16, 2018",2.1,4.1 and up
9770,Open Heart Surgery Hospital ER: Crazy Doctor Sim,FAMILY,4.7,0.007,25.0,1000.0,Free,0.0,Teen,Casual,"April 5, 2018",1.0,4.1 and up
9771,Hand Doctor Games ER Surgery Simulator,FAMILY,4.1,0.12,32.0,10000.0,Free,0.0,Everyone,Casual,"March 13, 2018",2.0,4.1 and up
9773,ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1.909,84.0,100000.0,Free,0.0,Teen,Educational,"June 13, 2018",2.1,4.0.3 and up
9774,ER Hospital Simulator,FAMILY,4.0,0.286,60.0,100000.0,Free,0.0,Everyone,Simulation,"June 28, 2018",4.0,4.0.3 and up
9776,Nose Surgery ER Simulator Lite,FAMILY,3.1,0.269,39.0,50000.0,Free,0.0,Teen,Educational,"June 3, 2017",1.0,4.0 and up
9780,Scanner Radio - Fire and Police Scanner,FAMILY,4.4,175.509,,10000000.0,Free,0.0,Everyone,Entertainment,"August 7, 2018",Varies with device,Varies with device
9783,Ankle Surgery ER Emergency,FAMILY,3.3,10.449,29.0,1000000.0,Free,0.0,Teen,Educational,"December 2, 2016",1.7,2.3 and up
9785,ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81.614,6.6,500000.0,Paid,2.99,Everyone,Productivity,"July 11, 2018",Pro 1.1.4.1,4.0 and up
9788,ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5.867,4.4,100000.0,Free,0.0,Everyone,Productivity,"October 31, 2017",1.0.2.9,4.0 and up
9789,ES App Locker,TOOLS,4.3,32.207,3.4,1000000.0,Free,0.0,Everyone,Tools,"August 16, 2017",1.1.8.2,2.1 and up
9791,ES Material Theme for Pro,PRODUCTIVITY,4.2,14.428,1.2,1000000.0,Free,0.0,Everyone,Productivity,"December 3, 2015",2.0.3,2.2 and up
9792,ES Holo Theme for Pro,PRODUCTIVITY,4.2,4.737,1.7,500000.0,Free,0.0,Everyone,Productivity,"November 26, 2015",2.0.3,2.0 and up
9793,ES File Explorer,TOOLS,4.1,0.278,2.8,100000.0,Free,0.0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up
9794,ES Dark Theme for free,TOOLS,4.2,7.851,0.364,1000000.0,Free,0.0,Everyone,Tools,"August 22, 2017",2.0.7,4.0 and up
9795,ES Classic Theme,TOOLS,4.3,20.865,2.2,1000000.0,Free,0.0,Everyone,Tools,"October 30, 2015",2.0.3,2.1 and up
9797,ES Holo Theme,TOOLS,4.3,11.449,1.7,500000.0,Free,0.0,Everyone,Tools,"February 2, 2016",2.0.4,2.0 and up
9798,"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,0.011,3.0,1000.0,Free,0.0,Everyone,Tools,"March 17, 2018",1.2,4.2 and up
9799,ES Summer Chill Theme for Free,TOOLS,4.3,0.94,0.387,100000.0,Free,0.0,Everyone,Tools,"August 24, 2017",2.0.7,4.0 and up
9801,OpenGL ES Extensions - The OpenGL Utility,TOOLS,4.2,0.513,2.0,50000.0,Free,0.0,Everyone,Tools,"May 6, 2018",5.0.5,4.0 and up
9802,File Ex - ES File Explorer,TOOLS,4.2,0.024,5.0,1000.0,Free,0.0,Everyone,Tools,"December 27, 2017",1.1.6,4.2 and up
9803,OpenGL ES CapsViewer,TOOLS,4.6,0.078,0.375,10000.0,Free,0.0,Everyone,Tools,"April 1, 2018",0.6,4.3 and up
9805,OpenGL-ES Info,TOOLS,4.3,0.249,0.626,10000.0,Free,0.0,Everyone,Tools,"August 8, 2013",1.4,1.6 and up
9806,Dr. ES PV Calculator,TOOLS,5.0,0.019,11.0,500.0,Free,0.0,Everyone,Tools,"March 11, 2018",3.4.7.2.16,4.1 and up
9807,ES File Explorer & File Manager 2018,TOOLS,3.8,0.024,2.9,5000.0,Free,0.0,Everyone,Tools,"March 17, 2018",1.1,4.2 and up
9808,HTC Sense Input - ES,TOOLS,4.3,3.509,6.5,1000000.0,Free,0.0,Everyone,Tools,"October 30, 2015",1.0.612919,5.0 and up
9809,2019 Tricks Es File Explores,TOOLS,3.0,0.004,2.0,1000.0,Free,0.0,Everyone,Tools,"March 16, 2016",1.0,2.2 and up
9810,ES Billing System (Offline App),PRODUCTIVITY,5.0,0.001,4.2,100.0,Free,0.0,Everyone,Productivity,"May 17, 2018",1.0,4.1 and up
9812,YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,0.38,6.7,10000.0,Free,0.0,Everyone,Entertainment,"March 11, 2014",1.0,4.3 and up
9813,RAR,TOOLS,4.4,669.901,,50000000.0,Free,0.0,Everyone,Tools,"August 7, 2018",Varies with device,Varies with device
9814,Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7.252,9.2,500000.0,Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up
9816,File Manager by Xiaomi: release file storage space,TOOLS,4.8,337.532,15.0,10000000.0,Free,0.0,Everyone,Tools,"July 11, 2018",V1-180703,4.4 and up
9817,ESLock File Recovery Lite,PRODUCTIVITY,3.0,0.46,0.161,50000.0,Free,0.0,Everyone,Productivity,"January 5, 2016",1.5.9,4.0.3 and up
9818,Castle Clash: Epic Empire ES,FAMILY,4.6,584.07,24.0,5000000.0,Free,0.0,Everyone 10+,Strategy,"July 18, 2018",1.4.1,4.1 and up
9822,School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1.553,9.2,100000.0,Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up
9823,Esto Es Guerra TVN,FAMILY,4.5,1.303,13.0,100000.0,Free,0.0,Everyone,Entertainment,"July 24, 2018",1.7.2,4.1 and up
9825,ET Markets : NSE & BSE India,FINANCE,4.2,24.98,9.2,1000000.0,Free,0.0,Everyone,Finance,"July 16, 2018",2.1.3,4.1 and up
9831,Lire avec Sami et Julie,FAMILY,3.6,0.569,18.0,100000.0,Free,0.0,Everyone,Educational;Education,"June 13, 2014",1.2,2.2 and up
9832,Lettre et demande d'emploi,FAMILY,4.6,0.302,9.9,100000.0,Free,0.0,Everyone,Education,"January 2, 2018",1.0,4.0 and up
9835,Blagues et Histoires Drôles,FAMILY,3.9,0.859,5.3,100000.0,Free,0.0,Teen,Entertainment,"February 18, 2017",0.0.2,4.1 and up
9836,Lettre de motivation et CV,FAMILY,4.3,0.979,9.9,100000.0,Free,0.0,Everyone,Education,"July 30, 2018",2.0,4.0 and up
9838,Google Arts & Culture,FAMILY,3.7,24.137,,5000000.0,Free,0.0,Everyone,Education,"June 25, 2018",Varies with device,Varies with device
9845,Empires and Allies,FAMILY,4.3,398.746,,10000000.0,Free,0.0,Everyone 10+,Strategy,"August 6, 2018",Varies with device,4.1 and up
9846,Beauty and the Beast,FAMILY,4.4,70.883,31.0,1000000.0,Free,0.0,Everyone,Puzzle;Creativity,"August 7, 2018",1.7.6,4.2 and up
9848,Learn Italian with MosaLingua,FAMILY,4.7,1.719,,50000.0,Paid,4.99,Teen,Education,"May 31, 2018",Varies with device,Varies with device
9849,iTranslate Translator & Dictionary,PRODUCTIVITY,4.3,201.718,35.0,10000000.0,Free,0.0,Everyone,Productivity,"July 11, 2018",4.6.15,4.1 and up
9850,Oggy,GAME,4.5,49.971,61.0,5000000.0,Free,0.0,Everyone,Arcade,"August 29, 2017",1.3.1,4.0.3 and up
9855,Pocket Mortys,FAMILY,4.5,174.215,93.0,10000000.0,Free,0.0,Everyone,Simulation,"August 3, 2018",2.5.2,4.1 and up
9858,Epson iPrint,TOOLS,4.1,108.169,,10000000.0,Free,0.0,Everyone,Tools,"June 25, 2018",Varies with device,Varies with device
9860,Voice changer with effects,FAMILY,4.2,1260.903,8.7,50000000.0,Free,0.0,Everyone,Entertainment,"August 2, 2018",3.4.8,4.1 and up
9863,EU Mobile Money,FINANCE,3.9,0.46,6.1,100000.0,Free,0.0,Everyone,Finance,"July 16, 2018",1.6,4.0 and up
9864,European Union Simulator,FAMILY,3.6,0.688,26.0,50000.0,Free,0.0,Everyone,Simulation,"September 20, 2016",1.2,4.0.3 and up
9870,EU Economy,PRODUCTIVITY,3.6,0.047,0.879,5000.0,Free,0.0,Everyone,Productivity,"December 19, 2017",9.0,4.2 and up
9880,EU Mobile Money Partenaire Commercial,FINANCE,4.3,0.07,3.9,10000.0,Free,0.0,Everyone,Finance,"May 14, 2018",1.3,4.0.3 and up
9881,Eurostat Country Profiles,PRODUCTIVITY,3.7,0.087,2.0,10000.0,Free,0.0,Everyone,Productivity,"April 12, 2018",37.0,4.0.3 and up
9883,My EU,FAMILY,3.8,0.004,13.0,100.0,Free,0.0,Everyone,Education,"May 15, 2017",3.2.1,4.1 and up
9885,R-EU-READY,GAME,4.1,0.013,16.0,500.0,Free,0.0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up
9888,Speed Racing Ultimate 2,GAME,4.1,66.894,,1000000.0,Free,0.0,Everyone 10+,Racing,"July 21, 2018",Varies with device,Varies with device
9890,TAXLANDIA,FAMILY,1.9,0.141,65.0,1000.0,Free,0.0,Everyone,Educational,"March 6, 2018",1.8.2,4.3 and up
9897,Invasive Alien Species Europe,FAMILY,4.5,0.013,13.0,1000.0,Free,0.0,Everyone,Education,"November 20, 2017",1.0.6,4.4 and up
9899,EU Exit poll,LIFESTYLE,5.0,0.01,9.4,100.0,Free,0.0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up
9900,Schengen/EU App,TOOLS,4.0,0.024,11.0,1000.0,Free,0.0,Everyone,Tools,"February 27, 2018",1.0,4.1 and up
9901,I Know Stuff,GAME,4.2,214.923,,5000000.0,Free,0.0,Everyone,Trivia,"July 31, 2018",9.1.3,4.1 and up
9904,Brexit EU,FAMILY,4.4,0.007,7.5,500.0,Free,0.0,Everyone,Casual,"March 10, 2016",1.0,2.3 and up
9911,daskal.eu,FAMILY,5.0,0.005,15.0,50.0,Free,0.0,Everyone,Education,"October 6, 2017",2.3.3,4.4 and up
9926,Going Abroad,FAMILY,3.0,0.606,42.0,50000.0,Free,0.0,Everyone 10+,Educational,"August 16, 2016",1.2,4.0 and up
9941,Tasker,TOOLS,4.6,43.045,,1000000.0,Paid,2.99,Everyone,Tools,"June 25, 2018",Varies with device,Varies with device
9946,NissanConnect® EV & Services,LIFESTYLE,2.3,0.853,88.0,50000.0,Free,0.0,Everyone,Lifestyle,"July 20, 2018",6.2.0,4.4 and up
9948,HondaLink EV,TOOLS,2.8,0.044,41.0,10000.0,Free,0.0,Everyone,Tools,"June 20, 2018",3.8,2.3 and up
9950,Emerge EV App (eBike App),LIFESTYLE,3.0,0.026,,1000.0,Free,0.0,Everyone,Lifestyle,"May 15, 2018",Varies with device,6.0 and up
9955,Simple EV Calc,PRODUCTIVITY,4.2,0.105,72.0,1000.0,Free,0.0,Everyone,Productivity,"October 16, 2017",2.2.2,4.4 and up
9963,EV Finder,TOOLS,4.3,0.029,23.0,1000.0,Free,0.0,Everyone,Tools,"February 7, 2017",2.7,2.3 and up
9965,EV Real Estate Search,LIFESTYLE,4.1,0.088,20.0,5000.0,Free,0.0,Everyone,Lifestyle,"July 13, 2018",5.600.49,4.0.3 and up
9966,Ev Dizayn,LIFESTYLE,3.6,0.03,5.2,5000.0,Free,0.0,Everyone,Lifestyle,"March 4, 2015",1.0,4.0 and up
9968,Builder Craft: House Building & Exploration,FAMILY,4.2,20.807,52.0,1000000.0,Free,0.0,Everyone 10+,Simulation,"August 2, 2017",1.3,4.1 and up
9969,Texas Hold'em EV Calculator,TOOLS,3.7,0.006,1.3,1000.0,Free,0.0,Everyone,Tools,"November 8, 2015",1.0,2.3 and up
9973,German Vocabulary Trainer,FAMILY,3.3,1.218,1.0,100000.0,Free,0.0,Everyone,Education,"August 24, 2012",1.0,2.1 and up
9974,REV Robotic Enhance Vehicles,FAMILY,4.4,2.558,61.0,100000.0,Free,0.0,Everyone,Entertainment,"January 16, 2018",2.0.11,4.4 and up
9976,myChevrolet,LIFESTYLE,3.5,6.747,,1000000.0,Free,0.0,Everyone,Lifestyle,"June 11, 2018",Varies with device,Varies with device
9977,Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5.886,54.0,1000000.0,Free,0.0,Everyone,Simulation,"May 28, 2018",1.2,4.0 and up
9978,EV Calculator,TOOLS,4.9,0.085,19.0,1000.0,Free,0.0,Everyone,Tools,"July 5, 2018",1.20,4.1 and up
9979,Home Decoration Game,FAMILY,4.0,17.543,19.0,5000000.0,Free,0.0,Everyone,Casual,"January 25, 2018",3.0.1,4.0 and up
9981,PokeType - Dex,FAMILY,4.6,36.813,33.0,500000.0,Free,0.0,Everyone,Entertainment,"May 1, 2018",4.2.0,4.1 and up
9983,Survival Forest : Survivor Home Builder,FAMILY,3.6,9.389,64.0,1000000.0,Free,0.0,Teen,Simulation,"May 31, 2018",1.3.4,4.0 and up
9985,Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2.338,45.0,100000.0,Free,0.0,Everyone,Simulation,"May 29, 2018",1.1,4.1 and up
9986,Lux Home Decorating Room Games,FAMILY,4.0,1.518,,100000.0,Free,0.0,Everyone,Casual,"October 20, 2017",2.0,4.1 and up
9988,Design Home,FAMILY,4.4,539.931,69.0,10000000.0,Free,0.0,Everyone,Simulation,"August 6, 2018",1.11.01,4.2 and up
9991,PeopleTV - Watch Celebrity News,FAMILY,4.3,2.223,8.6,100000.0,Free,0.0,Teen,Entertainment,"March 28, 2018",1.2.0.8,4.1 and up
9998,Water Surfer Racing In Moto,GAME,4.3,2.233,36.0,1000000.0,Free,0.0,Everyone,Racing,"February 28, 2018",1.1,2.3 and up
10001,EW Widgets for Zooper,TOOLS,3.4,0.005,1.9,100.0,Free,0.0,Everyone,Tools,"December 3, 2016",1.0.2,4.0.3 and up
10005,European War 6: 1804,FAMILY,4.2,1.33,96.0,10000.0,Paid,0.99,Teen,Strategy,"July 18, 2018",1.1.0,4.4 and up
10006,XCOM®: Enemy Within,FAMILY,4.2,13.752,21.0,100000.0,Paid,9.99,Mature 17+,Strategy,"October 24, 2017",1.7.0,4.0 and up
10010,Mobile Strike,FAMILY,3.9,903.392,,50000000.0,Free,0.0,Everyone 10+,Strategy,"June 14, 2018",3.30.4.207,4.1 and up
10011,European War 5:Empire,FAMILY,3.8,9.513,82.0,100000.0,Free,0.0,Everyone 10+,Strategy,"June 8, 2018",1.2.6,4.0.3 and up
10013,Rescue Robots Survival Games,GAME,4.0,27.557,69.0,5000000.0,Free,0.0,Teen,Action,"July 6, 2018",F2i,4.1 and up
10014,Raytheon F-16 EW 360 VR,FAMILY,4.5,0.006,22.0,500.0,Free,0.0,Everyone,Entertainment,"June 9, 2017",1.0.01,4.4 and up
10015,Pregnant Emergency Surgery,FAMILY,3.8,127.229,34.0,10000000.0,Free,0.0,Everyone,Casual,"September 7, 2017",1.1.14,4.0 and up
10020,EdiRange,TOOLS,3.0,0.736,1.8,100000.0,Free,0.0,Everyone,Tools,"July 5, 2017",1.11,4.0.3 and up
10021,TRANSFORMERS: Earth Wars,FAMILY,4.5,256.219,95.0,10000000.0,Free,0.0,Everyone,Strategy,"July 31, 2018",1.64.0.21247,4.2 and up
10024,No Pimple - Fun games,FAMILY,3.3,24.091,16.0,5000000.0,Free,0.0,Teen,Casual,"August 4, 2016",1.1.0,2.3 and up
10027,OMG Gross Zit - Date Nightmare,FAMILY,3.7,70.105,67.0,10000000.0,Free,0.0,Everyone,Casual,"June 6, 2018",1.0.3,4.1 and up
10028,Garden Fever - Free!,FAMILY,3.9,13.253,12.0,1000000.0,Free,0.0,Everyone,Puzzle,"August 9, 2016",2.1.080,2.3 and up
10030,Bike Race - Bike Blast Rush,GAME,4.4,83.891,48.0,10000000.0,Free,0.0,Everyone,Action,"July 19, 2018",3.1,4.0 and up
10031,Subway Simulator 3D,FAMILY,4.0,25.489,62.0,1000000.0,Free,0.0,Everyone,Simulation,"August 6, 2018",2.9.0,4.1 and up
10032,XCOM: TBG,FAMILY,4.0,2.294,95.0,100000.0,Free,0.0,Everyone,Entertainment,"January 9, 2017",1.2.1,2.3 and up
10033,ETERNITY WARRIORS 2,GAME,4.6,568.391,5.2,5000000.0,Free,0.0,Teen,Action,"July 1, 2014",4.3.1,2.1 and up
10035,Deus Ex GO,FAMILY,4.5,9.699,23.0,100000.0,Paid,0.99,Teen,Puzzle,"July 23, 2018",2.1.111374,4.2 and up
10041,Advanced EX for HYUNDAI,TOOLS,2.7,0.168,0.17,5000.0,Paid,4.99,Everyone,Tools,"March 14, 2015",1.10,1.6 and up
10044,Ex Explorer : Dual view exproler / file manager,TOOLS,3.9,0.361,,50000.0,Free,0.0,Everyone,Tools,"July 12, 2018",Varies with device,Varies with device
10046,Advanced EX for MITSUBISHI,TOOLS,2.9,0.033,0.141,1000.0,Paid,4.99,Everyone,Tools,"August 21, 2015",1.1,1.6 and up
10047,Advanced EX for KIA,TOOLS,3.3,0.257,0.16,5000.0,Paid,4.99,Everyone,Tools,"March 14, 2015",1.4,1.6 and up
10048,Money Manager Ex for Android,FINANCE,4.2,2.695,,100000.0,Free,0.0,Everyone,Finance,"February 26, 2018",Varies with device,Varies with device
10050,Advanced EX for NISSAN,TOOLS,2.9,0.164,0.144,5000.0,Paid,4.99,Everyone,Tools,"March 14, 2015",1.3,1.6 and up
10051,Advanced EX for FIAT,TOOLS,3.5,0.138,0.141,5000.0,Paid,4.99,Everyone,Tools,"March 5, 2015",1.6,1.6 and up
10052,Advanced EX for RENAULT,TOOLS,2.8,0.13,0.143,5000.0,Paid,4.99,Everyone,Tools,"March 14, 2015",1.1,1.6 and up
10054,Aurum Blade EX,FAMILY,4.3,28.151,17.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"June 4, 2015",1.0.2,2.2 and up
10056,Papyrus Ex,TOOLS,4.6,1.092,0.19,100000.0,Free,0.0,Everyone,Tools,"June 27, 2012",2.3.3,2.1 and up
10059,My Ex Girlfriend Comes Back,FAMILY,3.7,3.258,26.0,500000.0,Free,0.0,Everyone,Casual,"March 4, 2016",1.0.0,2.3 and up
10060,An Elite Warrior Ex,GAME,4.7,0.015,93.0,100.0,Paid,0.99,Everyone,Adventure,"November 21, 2016",1.59,4.0.3 and up
10061,Gods Wars Ex : Vampire,FAMILY,3.9,1.55,21.0,100000.0,Free,0.0,Teen,Role Playing,"October 28, 2017",1.0.6,3.0 and up
10063,Snes9x EX+,GAME,4.4,70.351,,5000000.0,Free,0.0,Everyone,Arcade,"March 3, 2018",Varies with device,Varies with device
10065,Ex Quotes,LIFESTYLE,4.4,0.129,8.1,50000.0,Free,0.0,Everyone 10+,Lifestyle,"June 16, 2018",3.0.1,4.1 and up
10070,S.O.L : Stone of Life EX,FAMILY,4.3,171.22,42.0,5000000.0,Free,0.0,Everyone 10+,Role Playing,"July 28, 2015",1.2.6,2.3.3 and up
10071,How To Get Your Ex Back Fast,LIFESTYLE,4.0,0.022,19.0,5000.0,Free,0.0,Everyone,Lifestyle,"February 7, 2018",15.0,4.0.3 and up
10073,Volume Control Ex,TOOLS,4.2,0.005,2.5,100.0,Paid,1.49,Everyone,Tools,"July 30, 2018",1.6.2,4.0 and up
10074,Virtual Dice EX,GAME,4.3,0.04,3.6,5000.0,Free,0.0,Everyone,Board,"March 15, 2016",2.8,3.0 and up
10082,EY TaxChat,FINANCE,1.2,0.044,27.0,1000.0,Free,0.0,Everyone,Finance,"April 9, 2018",3.24.0,6.0 and up
10087,EY Forensics,FINANCE,4.9,0.007,3.4,1000.0,Free,0.0,Everyone,Finance,"June 17, 2016",1.0.1,4.0.3 and up
10091,EY ATL Fuel Calculator,PRODUCTIVITY,4.4,0.015,3.1,500.0,Free,0.0,Everyone,Productivity,"July 21, 2018",12,2.1 and up
10092,Fuel Calculator for EY,TOOLS,4.7,0.032,2.7,1000.0,Free,0.0,Everyone,Tools,"June 15, 2018",1.11,2.1 and up
10095,Pink Guy - Ey B0ss,FAMILY,4.7,0.013,1.2,500.0,Free,0.0,Everyone,Entertainment,"May 4, 2016",1.0,4.0.3 and up
10096,EY Staff ENTERTAINER,LIFESTYLE,4.3,0.218,19.0,10000.0,Free,0.0,Everyone,Lifestyle,"January 16, 2017",1.0.3,2.3 and up
10098,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1.327,44.0,10000.0,Free,0.0,Everyone,Education;Education,"May 18, 2017",1.2.2,4.0.3 and up
10100,Eyes - The Scary Horror Game Adventure,GAME,4.4,499.483,99.0,10000000.0,Free,0.0,Teen,Adventure,"August 2, 2018",5.6.14,4.1 and up
10111,Third Eye,TOOLS,4.4,19.877,4.5,1000000.0,Free,0.0,Everyone,Tools,"January 7, 2018",1.1.6,4.0 and up
10112,Sudoku Master,GAME,4.4,58.387,3.3,1000000.0,Free,0.0,Everyone,Word,"December 13, 2013",1.1.2,2.1 and up
10113,Jungle Monkey Run,GAME,4.4,54.082,21.0,10000000.0,Free,0.0,Everyone,Adventure,"July 11, 2018",1.6.8,4.0.3 and up
10114,Hey That's Pretty Good!,TOOLS,4.6,0.222,10.0,10000.0,Free,0.0,Everyone,Tools,"July 29, 2016",4.2.0,2.3 and up
10116,I am Dentist - Save my Teeth,FAMILY,4.3,7.443,33.0,100000.0,Free,0.0,Everyone,Casual,"September 29, 2016",1.0.11,3.0 and up
10122,Organizer,PRODUCTIVITY,4.4,0.936,5.4,50000.0,Paid,2.99,Everyone,Productivity,"June 17, 2018",2.96,4.0 and up
